fixture_id,team_id,team_name,file0,player_id,player_name,cards_red,cards_yellow,dribbles_attempts,dribbles_past,dribbles_success,duels_total,duels_won,fouls_committed,fouls_drawn,games_captain,games_minutes,games_number,games_position,games_rating,games_substitute,goals_assists,goals_conceded,goals_saves,goals_total,offsides,passes_accuracy,passes_key,passes_total,penalty_commited,penalty_missed,penalty_saved,penalty_scored,penalty_won,shots_on,shots_total,tackles_blocks,tackles_interceptions,tackles_total,fix-team,season,fixture_status_long,fixture_status_short,date,referee,team_away_name,team_away_id,team_away_goals,team_home_name,team_home_id,team_home_goals,round_league,country,name_league,result
828553,2316,Curico Unido,statistics_fixture_players_828553.json,5390.0,Federico Castro,0.0,1.0,3.0,1.0,3.0,15.0,4.0,3.0,1.0,0.0,97.0,20.0,F,6.7,0.0,,0.0,,,,36,1.0,47.0,,0.0,,0.0,,,,,,,828553-2316,2022,Match Finished,FT,2022-08-27,C. Garay,Curico Unido,2316,1.0,Palestino,2318,2.0,Regular Season - 23,Chile,Primera División,Derrota
828567,2316,Curico Unido,statistics_fixture_players_828567.json,5390.0,Federico Castro,0.0,1.0,,1.0,,13.0,8.0,1.0,5.0,0.0,87.0,20.0,F,6.6,0.0,,0.0,,,,26,,41.0,,0.0,,0.0,,1.0,3.0,,,2.0,828567-2316,2022,Match Finished,FT,2022-09-15,J. Bascuñán,Curico Unido,2316,0.0,Antofagasta,2327,0.0,Regular Season - 25,Chile,Primera División,Empate
828559,2316,Curico Unido,statistics_fixture_players_828559.json,5390.0,Federico Castro,0.0,0.0,2.0,2.0,1.0,11.0,5.0,1.0,2.0,0.0,77.0,20.0,F,7.2,0.0,,0.0,,1.0,1.0,17,,28.0,,0.0,,1.0,1.0,1.0,1.0,,,,828559-2316,2022,Match Finished,FT,2022-09-08,H. Jona,Union La Calera,2326,0.0,Curico Unido,2316,2.0,Regular Season - 24,Chile,Primera División,Triunfo
828570,2316,Curico Unido,statistics_fixture_players_828570.json,5390.0,Federico Castro,0.0,0.0,1.0,,1.0,9.0,6.0,,4.0,0.0,73.0,20.0,F,7.9,0.0,,0.0,,1.0,,16,1.0,23.0,,0.0,,1.0,1.0,1.0,1.0,,2.0,1.0,828570-2316,2022,Match Finished,FT,2022-10-01,N. Gamboa,D. La Serena,2341,0.0,Curico Unido,2316,1.0,Regular Season - 26,Chile,Primera División,Triunfo
828596,2316,Curico Unido,statistics_fixture_players_828596.json,5390.0,Federico Castro,0.0,0.0,3.0,1.0,2.0,12.0,5.0,2.0,1.0,0.0,99.0,20.0,M,6.2,0.0,,0.0,,,,12,2.0,18.0,,0.0,,0.0,,,,,,1.0,828596-2316,2022,Match Finished,FT,2022-10-31,R. Carvajal,Nublense,2337,2.0,Curico Unido,2316,1.0,Regular Season - 29,Chile,Primera División,Derrota
828589,2316,Curico Unido,statistics_fixture_players_828589.json,5390.0,Federico Castro,0.0,1.0,,3.0,,7.0,4.0,,1.0,0.0,75.0,20.0,F,7.2,0.0,,0.0,,,,27,2.0,32.0,,0.0,,0.0,,1.0,2.0,,,3.0,828589-2316,2022,Match Finished,FT,2022-10-24,F. González,Curico Unido,2316,1.0,A. Italiano,2329,1.0,Regular Season - 28,Chile,Primera División,Empate
828603,2316,Curico Unido,statistics_fixture_players_828603.json,5390.0,Federico Castro,0.0,1.0,,1.0,,9.0,3.0,3.0,1.0,0.0,70.0,20.0,M,6.3,0.0,,0.0,,,,21,1.0,32.0,,0.0,,0.0,,1.0,1.0,,,,828603-2316,2022,Match Finished,FT,2022-11-06,J. Cabero,Curico Unido,2316,1.0,Coquimbo Unido,2330,1.0,Regular Season - 30,Chile,Primera División,Empate
828412,2329,A. Italiano,statistics_fixture_players_828412.json,11511.0,Jorge Henríquez,0.0,0.0,1.0,,,6.0,1.0,,1.0,0.0,45.0,10.0,M,6.2,1.0,,0.0,,,1.0,10,,20.0,,0.0,,0.0,,,1.0,,,,828412-2329,2022,Match Finished,FT,2022-02-19,J. Lara,A. Italiano,2329,1.0,Colo Colo,2315,1.0,Regular Season - 3,Chile,Primera División,Empate
828416,2329,A. Italiano,statistics_fixture_players_828416.json,11511.0,Jorge Henríquez,0.0,1.0,1.0,1.0,1.0,15.0,10.0,2.0,9.0,0.0,90.0,10.0,M,7.2,0.0,,0.0,,,,45,3.0,56.0,,0.0,,0.0,,2.0,3.0,,,,828416-2329,2022,Match Finished,FT,2022-02-26,M. Carvajal,Antofagasta,2327,3.0,A. Italiano,2329,0.0,Regular Season - 4,Chile,Primera División,Derrota
828427,2329,A. Italiano,statistics_fixture_players_828427.json,11511.0,Jorge Henríquez,0.0,0.0,1.0,1.0,,7.0,2.0,,,0.0,79.0,10.0,M,6.9,0.0,1.0,0.0,,,,20,1.0,27.0,,0.0,,0.0,,1.0,1.0,,,2.0,828427-2329,2022,Match Finished,FT,2022-03-06,M. Araos,A. Italiano,2329,2.0,O'Higgins,2320,2.0,Regular Season - 5,Chile,Primera División,Empate
828433,2329,A. Italiano,statistics_fixture_players_828433.json,11511.0,Jorge Henríquez,0.0,1.0,2.0,,1.0,6.0,3.0,1.0,,0.0,74.0,10.0,M,7.6,0.0,1.0,0.0,,,,28,3.0,36.0,,0.0,,0.0,,,2.0,,,2.0,828433-2329,2022,Match Finished,FT,2022-03-13,N. Millas,Palestino,2318,1.0,A. Italiano,2329,3.0,Regular Season - 6,Chile,Primera División,Triunfo
828440,2329,A. Italiano,statistics_fixture_players_828440.json,11511.0,Jorge Henríquez,0.0,1.0,1.0,2.0,,14.0,4.0,4.0,3.0,0.0,90.0,10.0,M,6.2,0.0,,0.0,,,1.0,52,2.0,62.0,,0.0,,0.0,,,1.0,,1.0,,828440-2329,2022,Match Finished,FT,2022-03-20,N. Gamboa,A. Italiano,2329,0.0,Everton de Vina,2325,0.0,Regular Season - 7,Chile,Primera División,Empate
828448,2329,A. Italiano,statistics_fixture_players_828448.json,11511.0,Jorge Henríquez,0.0,1.0,1.0,,1.0,7.0,5.0,1.0,2.0,0.0,49.0,10.0,M,6.9,1.0,,0.0,,,,18,1.0,22.0,,0.0,,0.0,,,1.0,,,1.0,828448-2329,2022,Match Finished,FT,2022-04-03,C. Droguett,Union Espanola,2321,1.0,A. Italiano,2329,0.0,Regular Season - 8,Chile,Primera División,Derrota
828496,2329,A. Italiano,statistics_fixture_players_828496.json,11511.0,Jorge Henríquez,0.0,1.0,,,,1.0,1.0,,,0.0,18.0,10.0,M,6.9,1.0,,0.0,,,,8,1.0,9.0,,0.0,,0.0,,,1.0,,,1.0,828496-2329,2022,Match Finished,FT,2022-05-28,J. Bascuñán,A. Italiano,2329,2.0,D. La Serena,2341,3.0,Regular Season - 15,Chile,Primera División,Derrota
828503,2329,A. Italiano,statistics_fixture_players_828503.json,11511.0,Jorge Henríquez,0.0,1.0,,,,,,,,0.0,0.0,10.0,M,,1.0,,0.0,,,,nan,,,,0.0,,0.0,,,,,,,828503-2329,2022,Match Finished,FT,2022-06-30,M. Vergara,A. Italiano,2329,2.0,Nublense,2337,1.0,Regular Season - 16,Chile,Primera División,Triunfo
828513,2329,A. Italiano,statistics_fixture_players_828513.json,11511.0,Jorge Henríquez,0.0,0.0,,,,1.0,1.0,,1.0,0.0,8.0,10.0,M,6.7,1.0,,0.0,,,,2,,4.0,,0.0,,0.0,,,,1.0,,,828513-2329,2022,Match Finished,FT,2022-07-16,R. Carvajal,Colo Colo,2315,2.0,A. Italiano,2329,1.0,Regular Season - 18,Chile,Primera División,Derrota
828524,2329,A. Italiano,statistics_fixture_players_828524.json,11511.0,Jorge Henríquez,1.0,2.0,,,,4.0,3.0,1.0,1.0,0.0,36.0,10.0,M,6.3,1.0,,0.0,,,,6,1.0,11.0,,0.0,,0.0,,,,,,1.0,828524-2329,2022,Match Finished,FT,2022-07-23,F. Gilabert,A. Italiano,2329,3.0,Antofagasta,2327,2.0,Regular Season - 19,Chile,Primera División,Triunfo
828539,2329,A. Italiano,statistics_fixture_players_828539.json,11511.0,Jorge Henríquez,0.0,0.0,1.0,,,5.0,3.0,,3.0,0.0,51.0,10.0,M,7.2,1.0,,0.0,,1.0,,18,,19.0,,0.0,,0.0,,1.0,2.0,,,,828539-2329,2022,Match Finished,FT,2022-08-07,H. Jona,A. Italiano,2329,3.0,Palestino,2318,3.0,Regular Season - 21,Chile,Primera División,Empate
828544,2329,A. Italiano,statistics_fixture_players_828544.json,11511.0,Jorge Henríquez,0.0,0.0,1.0,1.0,,9.0,3.0,2.0,2.0,0.0,77.0,10.0,M,6.9,0.0,,0.0,,,,33,1.0,38.0,,0.0,,0.0,,,3.0,,1.0,1.0,828544-2329,2022,Match Finished,FT,2022-08-13,R. Tobar,Everton de Vina,2325,0.0,A. Italiano,2329,1.0,Regular Season - 22,Chile,Primera División,Triunfo
828557,2329,A. Italiano,statistics_fixture_players_828557.json,11511.0,Jorge Henríquez,0.0,0.0,,,,1.0,1.0,,1.0,0.0,51.0,10.0,M,7.0,1.0,,0.0,,,,33,,40.0,,0.0,,0.0,,,,,,,828557-2329,2022,Match Finished,FT,2022-09-07,J. Bascuñán,Cobresal,2331,2.0,A. Italiano,2329,2.0,Regular Season - 24,Chile,Primera División,Empate
828566,2329,A. Italiano,statistics_fixture_players_828566.json,11511.0,Jorge Henríquez,0.0,0.0,1.0,1.0,1.0,11.0,6.0,1.0,2.0,0.0,90.0,10.0,M,6.9,0.0,,0.0,,,,46,1.0,57.0,,0.0,,0.0,,,1.0,,1.0,3.0,828566-2329,2022,Match Finished,FT,2022-09-13,F. González,A. Italiano,2329,1.0,Coquimbo Unido,2330,0.0,Regular Season - 25,Chile,Primera División,Triunfo
828573,2329,A. Italiano,statistics_fixture_players_828573.json,11511.0,Jorge Henríquez,0.0,0.0,2.0,1.0,1.0,8.0,2.0,1.0,,0.0,89.0,10.0,M,6.9,0.0,,0.0,,1.0,,28,2.0,32.0,,0.0,,1.0,,2.0,4.0,,2.0,1.0,828573-2329,2022,Match Finished,FT,2022-10-03,A. Hermosilla,A. Italiano,2329,3.0,Universidad de Chile,2323,2.0,Regular Season - 26,Chile,Primera División,Triunfo
828578,2329,A. Italiano,statistics_fixture_players_828578.json,11511.0,Jorge Henríquez,0.0,0.0,2.0,,2.0,9.0,5.0,,3.0,0.0,90.0,10.0,M,7.2,0.0,,0.0,,,,53,2.0,61.0,,0.0,,0.0,,,1.0,,,,828578-2329,2022,Match Finished,FT,2022-10-10,G. Ahumada,Union La Calera,2326,2.0,A. Italiano,2329,0.0,Regular Season - 27,Chile,Primera División,Derrota
828593,2329,A. Italiano,statistics_fixture_players_828593.json,11511.0,Jorge Henríquez,0.0,0.0,,1.0,,4.0,,1.0,,0.0,67.0,10.0,M,7.0,0.0,,0.0,,,,17,3.0,24.0,,0.0,,0.0,,1.0,4.0,,,,828593-2329,2022,Match Finished,FT,2022-10-31,R. Tobar,A. Italiano,2329,0.0,U. Catolica,2994,0.0,Regular Season - 29,Chile,Primera División,Empate
828589,2329,A. Italiano,statistics_fixture_players_828589.json,11511.0,Jorge Henríquez,0.0,1.0,1.0,1.0,,6.0,1.0,4.0,1.0,0.0,78.0,10.0,M,7.0,0.0,,0.0,,1.0,,31,,41.0,,0.0,,1.0,,1.0,2.0,1.0,,,828589-2329,2022,Match Finished,FT,2022-10-24,F. González,Curico Unido,2316,1.0,A. Italiano,2329,1.0,Regular Season - 28,Chile,Primera División,Empate
828600,2329,A. Italiano,statistics_fixture_players_828600.json,11511.0,Jorge Henríquez,0.0,0.0,,2.0,,10.0,4.0,1.0,2.0,0.0,83.0,10.0,M,8.7,0.0,1.0,0.0,,1.0,,23,5.0,32.0,,0.0,,0.0,,2.0,2.0,,1.0,2.0,828600-2329,2022,Match Finished,FT,2022-11-06,J. Bascuñán,D. La Serena,2341,0.0,A. Italiano,2329,3.0,Regular Season - 30,Chile,Primera División,Triunfo
